EmpID,Age,AgeGroup,Education,EducationField,Gender,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobLevel,JobRole,MaritalStatus
RM561,34,26-35,5,Life Sciences,Female,7,0,0,0,0.0,2,Manufacturing Director,Divorced
RM568,34,26-35,3,Other,Male,6,6,5,1,4.0,2,Sales Executive,Single
RM575,34,26-35,4,Life Sciences,Female,10,4,2,1,3.0,1,Research Scientist,Single
RM580,34,26-35,4,Medical,Female,6,6,5,1,3.0,1,Research Scientist,Single
RM584,34,26-35,2,Life Sciences,Female,6,3,2,1,2.0,2,Sales Executive,Married
RM607,34,26-35,4,Life Sciences,Female,6,5,2,1,3.0,1,Research Scientist,Single
RM614,34,26-35,2,Human Resources,Male,4,3,2,0,2.0,1,Human Resources,Married
RM672,34,26-35,3,Life Sciences,Male,1,1,0,1,0.0,1,Laboratory Technician,Divorced
RM758,34,26-35,4,Marketing,Male,16,15,1,0,9.0,2,Sales Executive,Divorced
RM764,34,26-35,4,Life Sciences,Female,1,1,1,0,0.0,1,Sales Representative,Married
RM795,34,26-35,1,Life Sciences,Male,7,6,2,0,4.0,2,Healthcare Representative,Single
RM804,34,26-35,4,Life Sciences,Male,6,0,0,0,0.0,1,Research Scientist,Married
RM823,34,26-35,2,Life Sciences,Male,5,3,2,0,2.0,2,Manufacturing Director,Single
RM835,34,26-35,1,Life Sciences,Female,6,6,5,1,3.0,2,Sales Executive,Married
RM848,34,26-35,3,Medical,Male,14,13,9,4,9.0,2,Healthcare Representative,Single
RM907,34,26-35,3,Technical Degree,Female,2,1,0,0,0.0,1,Research Scientist,Married
RM918,34,26-35,3,Marketing,Female,4,3,2,0,2.0,2,Sales Executive,Single
RM921,34,26-35,3,Medical,Female,15,11,8,5,10.0,2,Laboratory Technician,Divorced
RM924,34,26-35,3,Life Sciences,Male,14,10,9,1,8.0,2,Human Resources,Married
RM959,34,26-35,3,Life Sciences,Male,10,9,7,1,6.0,3,Healthcare Representative,Divorced
RM965,34,26-35,2,Medical,Female,10,10,8,9,6.0,2,Sales Executive,Single
RM978,34,26-35,1,Technical Degree,Female,5,5,4,0,0.0,1,Research Scientist,Divorced
RM980,34,26-35,3,Medical,Male,10,8,7,7,7.0,2,Laboratory Technician,Married
RM984,34,26-35,4,Technical Degree,Female,14,14,11,4,11.0,2,Healthcare Representative,Single
RM1016,34,26-35,4,Other,Male,10,4,3,1,3.0,1,Research Scientist,Divorced
RM1028,34,26-35,3,Life Sciences,Female,7,5,4,0,2.0,1,Laboratory Technician,Married
RM1040,34,26-35,4,Technical Degree,Female,2,2,2,2,2.0,1,Human Resources,Married
RM1049,34,26-35,3,Other,Male,15,13,9,3,12.0,2,Sales Executive,Single
RM1056,34,26-35,3,Medical,Male,16,14,8,6,9.0,4,Research Director,Divorced
RM1059,34,26-35,4,Medical,Female,16,15,9,10,10.0,2,Sales Executive,Single
RM1085,34,26-35,3,Technical Degree,Male,10,10,9,8,6.0,3,Sales Executive,Married
RM1088,34,26-35,2,Technical Degree,Male,12,11,10,5,7.0,1,Sales Representative,Married
RM1116,34,26-35,4,Medical,Male,1,1,0,0,0.0,1,Research Scientist,Single
RM1118,34,26-35,4,Life Sciences,Male,9,2,2,2,1.0,2,Research Scientist,Married
RM1132,34,26-35,4,Technical Degree,Male,8,8,2,7,7.0,2,Healthcare Representative,Married
RM1147,34,26-35,4,Life Sciences,Male,9,9,7,7,2.0,2,Manufacturing Director,Divorced
RM1180,34,26-35,3,Life Sciences,Female,11,11,8,7,9.0,2,Research Scientist,Divorced
RM1209,34,26-35,2,Medical,Male,15,15,10,4,13.0,2,Laboratory Technician,Married
RM1213,34,26-35,3,Life Sciences,Female,10,10,9,8,7.0,1,Research Scientist,Married
RM1253,34,26-35,4,Medical,Male,6,5,0,1,2.0,1,Research Scientist,Married
RM1268,34,26-35,3,Life Sciences,Male,15,15,14,0,7.0,2,Sales Executive,Divorced
RM1271,34,26-35,2,Life Sciences,Female,6,2,2,2,2.0,2,Sales Executive,Single
RM1291,34,26-35,4,Life Sciences,Male,11,7,1,0,7.0,2,Laboratory Technician,Married
RM1301,34,26-35,2,Technical Degree,Male,10,10,8,4,8.0,2,Sales Executive,Married
RM1343,34,26-35,3,Life Sciences,Male,9,5,3,1,0.0,3,Sales Executive,Married
RM1354,34,26-35,4,Technical Degree,Male,5,5,2,3,0.0,1,Research Scientist,Married
RM1360,34,26-35,1,Medical,Female,9,4,2,0,1.0,2,Sales Executive,Married
RM1369,34,26-35,4,Other,Male,16,15,10,6,11.0,2,Research Scientist,Married
RM1385,34,26-35,3,Marketing,Male,14,14,8,2,1.0,3,Sales Executive,Single
RM1386,34,26-35,4,Medical,Male,9,8,7,1,1.0,3,Sales Executive,Divorced
RM1447,34,26-35,3,Marketing,Female,8,8,7,1,7.0,2,Sales Executive,Married
RM1470,34,26-35,3,Medical,Male,6,4,3,1,2.0,2,Laboratory Technician,Married
RM1470,34,26-35,3,Medical,Male,6,4,3,1,2.0,2,Laboratory Technician,Married
RM011,35,26-35,3,Medical,Male,6,5,4,0,3.0,1,Laboratory Technician,Married
RM038,35,26-35,3,Marketing,Female,2,2,2,2,2.0,1,Sales Representative,Married
RM041,35,26-35,2,Other,Male,1,1,0,0,0.0,1,Laboratory Technician,Divorced
RM050,35,26-35,1,Life Sciences,Male,1,1,0,0,1.0,1,Laboratory Technician,Married
RM054,35,26-35,2,Medical,Male,10,4,0,2,3.0,3,Healthcare Representative,Married
RM057,35,26-35,5,Life Sciences,Male,9,9,8,1,8.0,3,Sales Executive,Married
RM058,35,26-35,4,Medical,Female,4,2,2,2,2.0,1,Laboratory Technician,Married
RM069,35,26-35,3,Medical,Male,5,3,2,1,2.0,1,Research Scientist,Married
RM077,35,26-35,4,Marketing,Male,16,15,13,2,3.0,2,Sales Executive,Single
RM082,35,26-35,3,Medical,Male,6,6,4,0,4.0,1,Research Scientist,Single
RM152,35,26-35,5,Marketing,Male,10,10,8,0,6.0,3,Sales Executive,Married
RM193,35,26-35,2,Life Sciences,Male,8,1,0,0,1.0,2,Manufacturing Director,Married
RM197,35,26-35,3,Medical,Female,10,6,2,1,2.0,2,Laboratory Technician,Single
RM229,35,26-35,3,Marketing,Female,10,10,7,0,8.0,3,Sales Executive,Single
RM277,35,26-35,3,Life Sciences,Female,10,7,7,6,2.0,3,Manager,Divorced
RM298,35,26-35,3,Marketing,Male,12,11,9,6,9.0,3,Sales Executive,Married
RM345,35,26-35,4,Technical Degree,Male,17,16,6,0,13.0,3,Manufacturing Director,Single
RM373,35,26-35,4,Life Sciences,Male,10,1,1,0,0.0,2,Healthcare Representative,Single
RM431,35,26-35,3,Life Sciences,Male,6,5,4,4,3.0,1,Laboratory Technician,Single
RM439,35,26-35,3,Life Sciences,Male,10,8,7,0,0.0,3,Healthcare Representative,Married
RM448,35,26-35,3,Marketing,Male,15,11,9,6,9.0,2,Sales Executive,Married
RM462,35,26-35,3,Medical,Female,5,5,4,0,3.0,2,Sales Executive,Single
RM484,35,26-35,2,Other,Male,9,3,2,0,2.0,2,Laboratory Technician,Single
RM509,35,26-35,4,Life Sciences,Male,17,17,11,11,8.0,2,Research Scientist,Single
RM516,35,26-35,3,Life Sciences,Male,1,1,0,0,0.0,1,Laboratory Technician,Married
RM558,35,26-35,4,Life Sciences,Female,16,1,0,0,0.0,2,Healthcare Representative,Divorced
RM581,35,26-35,4,Life Sciences,Female,3,3,2,0,2.0,1,Sales Representative,Married
RM597,35,26-35,4,Life Sciences,Female,7,2,2,2,2.0,1,Research Scientist,Single
RM612,35,26-35,3,Other,Male,17,8,5,1,6.0,3,Manufacturing Director,Single
RM621,35,26-35,1,Medical,Female,6,6,5,1,1.0,1,Research Scientist,Single
RM636,35,26-35,3,Life Sciences,Female,17,17,14,5,15.0,3,Manufacturing Director,Married
RM637,35,26-35,4,Life Sciences,Female,10,10,2,7,8.0,1,Research Scientist,Divorced
RM648,35,26-35,3,Technical Degree,Male,16,13,10,4,8.0,3,Manufacturing Director,Married
RM677,35,26-35,1,Life Sciences,Female,10,10,6,0,7.0,2,Healthcare Representative,Married
RM699,35,26-35,3,Medical,Female,5,5,2,1,0.0,2,Sales Executive,Married
RM705,35,26-35,4,Life Sciences,Male,12,10,9,0,8.0,3,Sales Executive,Divorced
RM726,35,26-35,4,Other,Male,5,4,2,0,2.0,1,Laboratory Technician,Divorced
RM730,35,26-35,4,Medical,Female,16,16,10,10,1.0,3,Healthcare Representative,Divorced
RM741,35,26-35,3,Other,Male,3,3,2,1,2.0,1,Laboratory Technician,Divorced
RM792,35,26-35,3,Technical Degree,Male,9,8,7,4,7.0,3,Sales Executive,Single
RM821,35,26-35,2,Marketing,Male,5,5,2,0,2.0,2,Sales Executive,Divorced
RM836,35,26-35,4,Technical Degree,Male,6,5,4,1,4.0,1,Human Resources,Single
RM841,35,26-35,4,Medical,Male,10,8,0,1,7.0,1,Laboratory Technician,Married
RM847,35,26-35,3,Life Sciences,Male,15,7,7,6,4.0,3,Manufacturing Director,Divorced
RM849,35,26-35,4,Other,Male,2,2,2,2,2.0,1,Laboratory Technician,Married
RM871,35,26-35,4,Life Sciences,Male,15,7,7,1,7.0,2,Sales Executive,Married
RM889,35,26-35,2,Marketing,Female,16,13,2,4,12.0,3,Sales Executive,Married
RM925,35,26-35,1,Life Sciences,Male,4,3,2,2,2.0,1,Research Scientist,Married
RM962,35,26-35,4,Life Sciences,Male,9,9,6,1,1.0,2,Research Scientist,Single
RM974,35,26-35,3,Medical,Female,10,9,7,0,0.0,2,Laboratory Technician,Married
RM982,35,26-35,4,Marketing,Female,5,4,2,3,2.0,2,Sales Executive,Married
RM1003,35,26-35,2,Life Sciences,Male,10,2,2,2,2.0,3,Manufacturing Director,Single
RM1060,35,26-35,1,Life Sciences,Male,1,1,0,0,0.0,1,Sales Representative,Married
RM1082,35,26-35,3,Life Sciences,Female,11,11,8,3,3.0,3,Healthcare Representative,Single
RM1101,35,26-35,4,Life Sciences,Female,6,5,3,4,2.0,1,Sales Representative,Married
RM1109,35,26-35,3,Medical,Male,3,3,0,1,2.0,1,Laboratory Technician,Single
RM1111,35,26-35,3,Life Sciences,Female,1,1,0,0,0.0,1,Laboratory Technician,Divorced
RM1124,35,26-35,4,Medical,Female,10,5,2,0,4.0,2,Healthcare Representative,Single
RM1131,35,26-35,3,Life Sciences,Male,10,10,9,6,8.0,2,Laboratory Technician,Married
RM1135,35,26-35,2,Life Sciences,Male,1,1,0,0,1.0,1,Laboratory Technician,Married
RM1151,35,26-35,5,Life Sciences,Male,16,16,15,1,10.0,2,Research Scientist,Married
RM1158,35,26-35,4,Life Sciences,Female,15,14,11,2,9.0,2,Healthcare Representative,Married
RM1163,35,26-35,3,Medical,Male,15,13,12,6,0.0,3,Sales Executive,Married
RM1168,35,26-35,2,Medical,Male,7,2,2,2,2.0,2,Sales Executive,Divorced
RM1187,35,26-35,4,Other,Male,13,11,9,6,7.0,2,Sales Executive,Single
RM1216,35,26-35,4,Medical,Male,6,5,4,1,4.0,1,Research Scientist,Single
RM1233,35,26-35,4,Life Sciences,Male,17,7,7,0,7.0,2,Manufacturing Director,Married
RM1282,35,26-35,3,Life Sciences,Male,10,10,7,7,7.0,2,Sales Executive,Single
RM1289,35,26-35,2,Medical,Male,15,7,7,1,7.0,2,Manufacturing Director,Divorced
RM1303,35,26-35,4,Medical,Male,6,5,4,0,3.0,1,Laboratory Technician,Married
RM1346,35,26-35,2,Other,Female,4,3,2,0,2.0,2,Manufacturing Director,Married
RM1381,35,26-35,4,Medical,Male,6,5,3,0,4.0,2,Sales Executive,Married
RM1393,35,26-35,4,Life Sciences,Female,10,10,8,0,9.0,2,Sales Executive,Married
RM1423,35,26-35,4,Medical,Male,5,2,2,2,2.0,1,Laboratory Technician,Married
RM1425,35,26-35,4,Medical,Male,10,10,7,0,8.0,2,Research Scientist,Single
RM1451,35,26-35,4,Life Sciences,Female,9,9,0,1,7.0,3,Human Resources,Single
RM1457,35,26-35,4,Life Sciences,Male,10,10,2,0,2.0,2,Healthcare Representative,Married
RM1459,35,26-35,4,Life Sciences,Female,4,4,3,1,1.0,1,Research Scientist,Married
RM010,36,36-45,3,Medical,Male,17,7,7,7,7.0,2,Healthcare Representative,Married
RM022,36,36-45,4,Life Sciences,Male,10,5,3,0,3.0,1,Sales Representative,Single
RM039,36,36-45,4,Life Sciences,Female,6,1,1,0,0.0,1,Research Scientist,Married
RM065,36,36-45,3,Technical Degree,Female,17,17,14,12,8.0,3,Healthcare Representative,Divorced
RM067,36,36-45,3,Life Sciences,Male,6,6,5,0,3.0,2,Manufacturing Director,Single
RM070,36,36-45,3,Medical,Male,2,1,0,0,3.0,1,Research Scientist,Married
RM075,36,36-45,3,Life Sciences,Female,5,1,0,0,3.0,1,Laboratory Technician,Married
RM118,36,36-45,2,Technical Degree,Female,10,9,7,2,8.0,3,Sales Executive,Married
RM119,36,36-45,2,Life Sciences,Female,7,1,0,0,0.0,1,Laboratory Technician,Divorced
RM136,36,36-45,2,Medical,Male,7,3,2,0,1.0,2,Manufacturing Director,Divorced
RM173,36,36-45,2,Medical,Male,13,8,7,7,2.0,1,Laboratory Technician,Single
RM208,36,36-45,1,Medical,Female,8,8,1,1,3.0,1,Laboratory Technician,Single
RM221,36,36-45,2,Life Sciences,Male,16,13,11,3,7.0,2,Laboratory Technician,Single
RM270,36,36-45,3,Life Sciences,Male,16,15,13,10,11.0,1,Laboratory Technician,Married
RM292,36,36-45,3,Technical Degree,Male,10,8,0,7,7.0,2,Research Scientist,Single
RM299,36,36-45,4,Life Sciences,Male,4,1,0,0,0.0,1,Laboratory Technician,Married
RM306,36,36-45,4,Life Sciences,Female,11,9,8,0,8.0,2,Laboratory Technician,Married
RM359,36,36-45,5,Medical,Female,7,1,0,0,3.0,2,Sales Executive,Single
RM360,36,36-45,4,Medical,Male,16,13,9,1,3.0,3,Sales Executive,Married
RM378,36,36-45,3,Life Sciences,Female,6,2,2,2,2.0,1,Research Scientist,Married
RM385,36,36-45,2,Medical,Male,10,10,9,9,0.0,3,Sales Executive,Married
RM443,36,36-45,4,Medical,Male,10,10,3,9,7.0,3,Sales Executive,Single
RM512,36,36-45,2,Medical,Male,13,3,2,0,2.0,2,Manufacturing Director,Divorced
RM542,36,36-45,3,Life Sciences,Female,10,8,7,0,5.0,3,Research Director,Married
RM570,36,36-45,4,Life Sciences,Male,10,10,7,0,9.0,3,Sales Executive,Single
RM594,36,36-45,3,Other,Female,10,9,7,0,5.0,2,Manufacturing Director,Married
RM600,36,36-45,3,Human Resources,Male,8,5,2,0,4.0,1,Human Resources,Married
RM622,36,36-45,2,Life Sciences,Male,18,18,14,4,11.0,2,Sales Executive,Married
RM634,36,36-45,3,Life Sciences,Male,6,5,4,0,3.0,1,Human Resources,Married
RM665,36,36-45,1,Life Sciences,Male,17,16,8,4,11.0,2,Healthcare Representative,Married
RM681,36,36-45,4,Other,Male,8,6,2,0,1.0,1,Research Scientist,Single
RM688,36,36-45,4,Medical,Male,16,11,8,3,9.0,1,Laboratory Technician,Single
RM694,36,36-45,1,Life Sciences,Male,16,16,7,3,7.0,3,Sales Executive,Married
RM709,36,36-45,4,Technical Degree,Male,12,7,7,0,7.0,2,Sales Executive,Divorced
RM753,36,36-45,4,Life Sciences,Female,18,17,13,15,14.0,1,Laboratory Technician,Single
RM762,36,36-45,3,Other,Male,9,1,0,0,0.0,2,Laboratory Technician,Divorced
RM774,36,36-45,5,Medical,Female,15,14,8,7,8.0,3,Manufacturing Director,Single
RM818,36,36-45,4,Life Sciences,Male,18,11,9,0,9.0,2,Manufacturing Director,Single
RM874,36,36-45,4,Life Sciences,Male,7,7,7,1,7.0,1,Laboratory Technician,Divorced
RM883,36,36-45,3,Technical Degree,Female,17,7,7,7,7.0,3,Manufacturing Director,Divorced
RM901,36,36-45,3,Technical Degree,Male,12,11,10,0,7.0,1,Research Scientist,Married
RM928,36,36-45,4,Life Sciences,Female,18,16,14,5,12.0,2,Manufacturing Director,Single
RM943,36,36-45,4,Technical Degree,Female,10,7,7,1,7.0,3,Healthcare Representative,Married
RM969,36,36-45,3,Marketing,Female,17,15,7,6,13.0,2,Sales Executive,Married
RM1012,36,36-45,4,Marketing,Female,15,5,4,0,1.0,2,Sales Executive,Single
RM1019,36,36-45,4,Life Sciences,Male,10,10,4,1,8.0,2,Laboratory Technician,Single
RM1020,36,36-45,4,Marketing,Female,11,3,2,0,2.0,2,Sales Executive,Married
RM1103,36,36-45,4,Life Sciences,Male,7,3,2,1,2.0,1,Sales Representative,Single
RM1122,36,36-45,4,Life Sciences,Female,15,1,0,0,0.0,2,Sales Executive,Single
RM1129,36,36-45,4,Life Sciences,Male,9,3,2,0,2.0,2,Laboratory Technician,Married
RM1146,36,36-45,4,Life Sciences,Female,7,3,2,1,1.0,2,Manufacturing Director,Married
RM1174,36,36-45,4,Life Sciences,Female,9,3,2,0,2.0,3,Healthcare Representative,Married
RM1181,36,36-45,3,Life Sciences,Male,15,4,3,1,3.0,1,Laboratory Technician,Single
RM1183,36,36-45,4,Medical,Female,4,3,2,1,2.0,2,Manufacturing Director,Married
RM1184,36,36-45,2,Life Sciences,Male,13,5,4,0,4.0,2,Healthcare Representative,Divorced
RM1200,36,36-45,4,Life Sciences,Male,10,3,2,0,2.0,2,Healthcare Representative,Married
RM1221,36,36-45,4,Life Sciences,Female,17,13,7,6,7.0,2,Sales Representative,Single
RM1237,36,36-45,5,Marketing,Male,16,2,2,2,2.0,2,Sales Executive,Divorced
RM1279,36,36-45,3,Life Sciences,Male,15,12,8,5,7.0,3,Healthcare Representative,Married
RM1316,36,36-45,4,Other,Female,15,1,0,0,0.0,2,Research Scientist,Married
RM1341,36,36-45,4,Technical Degree,Female,10,10,9,1,7.0,2,Sales Executive,Married
RM1348,36,36-45,1,Human Resources,Male,10,10,1,0,8.0,2,Human Resources,Single
RM1356,36,36-45,2,Marketing,Male,12,4,2,1,3.0,2,Sales Executive,Married
RM1384,36,36-45,4,Life Sciences,Male,5,5,4,0,2.0,1,Laboratory Technician,Married
RM1440,36,36-45,3,Medical,Female,10,9,7,3,4.0,3,Sales Executive,Married
RM1441,36,36-45,2,Life Sciences,Female,18,4,2,0,2.0,2,Manufacturing Director,Divorced
RM1448,36,36-45,4,Marketing,Male,15,15,12,11,11.0,2,Sales Executive,Divorced
RM1454,36,36-45,4,Marketing,Female,8,6,3,0,0.0,2,Sales Executive,Married
RM1466,36,36-45,2,Medical,Male,17,5,2,0,3.0,2,Laboratory Technician,Married
RM1466,36,36-45,2,Medical,Male,17,5,2,0,2.0,2,Laboratory Technician,Married
RM003,37,36-45,2,Other,Male,7,0,0,0,0.0,1,Laboratory Technician,Single
RM048,37,36-45,2,Life Sciences,Male,8,1,0,0,0.0,1,Research Scientist,Married
RM060,37,36-45,4,Life Sciences,Male,7,7,5,0,7.0,2,Manufacturing Director,Divorced
RM079,37,36-45,4,Medical,Male,16,5,2,0,2.0,3,Research Director,Single
RM101,37,36-45,4,Human Resources,Male,7,3,2,0,2.0,1,Human Resources,Divorced
RM105,37,36-45,2,Life Sciences,Male,17,1,0,0,0.0,2,Healthcare Representative,Divorced
RM116,37,36-45,3,Life Sciences,Male,12,5,3,1,3.0,3,Sales Executive,Single
RM196,37,36-45,3,Life Sciences,Male,8,8,7,1,7.0,1,Research Scientist,Married
RM223,37,36-45,3,Other,Male,10,10,8,0,7.0,3,Research Director,Divorced
RM227,37,36-45,4,Marketing,Male,13,9,8,5,8.0,1,Sales Representative,Divorced
RM249,37,36-45,2,Medical,Female,17,3,1,0,3.0,1,Research Scientist,Married
RM251,37,36-45,3,Medical,Male,17,1,0,0,3.0,3,Manufacturing Director,Divorced
RM274,37,36-45,4,Medical,Male,7,5,4,0,1.0,2,Sales Executive,Married
RM276,37,36-45,4,Medical,Female,15,5,2,0,2.0,3,Research Director,Divorced
RM286,37,36-45,3,Life Sciences,Female,17,17,12,5,7.0,1,Research Scientist,Single
RM295,37,36-45,3,Medical,Male,4,4,2,1,2.0,1,Research Scientist,Married
RM341,37,36-45,2,Medical,Male,8,6,2,0,4.0,2,Manufacturing Director,Divorced
RM354,37,36-45,3,Medical,Male,13,7,7,6,7.0,2,Research Scientist,Divorced
RM365,37,36-45,3,Medical,Female,17,5,4,0,3.0,1,Laboratory Technician,Married
RM387,37,36-45,3,Life Sciences,Female,18,18,7,12,17.0,1,Laboratory Technician,Divorced
RM390,37,36-45,4,Life Sciences,Male,18,1,0,0,1.0,2,Manufacturing Director,Single
RM399,37,36-45,5,Medical,Female,15,13,11,10,7.0,2,Research Scientist,Married
RM465,37,36-45,3,Technical Degree,Female,12,6,5,1,2.0,3,Manufacturing Director,Single
RM468,37,36-45,4,Medical,Male,9,9,5,7,7.0,3,Sales Executive,Divorced
RM473,37,36-45,4,Life Sciences,Female,8,6,5,4,3.0,2,Manufacturing Director,Married
RM487,37,36-45,3,Marketing,Male,17,3,0,1,0.0,2,Sales Executive,Married
RM507,37,36-45,3,Other,Male,10,10,7,7,8.0,3,Manufacturing Director,Married
RM523,37,36-45,2,Life Sciences,Male,4,1,0,0,0.0,1,Research Scientist,Single
RM578,37,36-45,1,Life Sciences,Female,6,5,3,4,3.0,1,Research Scientist,Divorced
RM629,37,36-45,4,Marketing,Male,9,1,0,0,0.0,2,Sales Executive,Divorced
RM649,37,36-45,2,Medical,Female,10,5,4,0,0.0,1,Sales Representative,Married
RM653,37,36-45,2,Medical,Male,10,10,0,0,9.0,3,Sales Executive,Single
RM696,37,36-45,4,Life Sciences,Male,17,14,1,11,7.0,3,Sales Executive,Married
RM745,37,36-45,2,Medical,Female,15,1,0,0,0.0,2,Healthcare Representative,Married
RM768,37,36-45,3,Other,Female,8,4,3,0,1.0,2,Healthcare Representative,Single
RM796,37,36-45,4,Life Sciences,Female,8,1,0,0,0.0,2,Sales Executive,Divorced
RM833,37,36-45,2,Medical,Female,9,6,2,1,3.0,2,Healthcare Representative,Divorced
RM856,37,36-45,3,Life Sciences,Female,14,14,8,3,11.0,2,Manufacturing Director,Married
RM990,37,36-45,1,Life Sciences,Male,8,6,4,1,3.0,1,Research Scientist,Married
RM1002,37,36-45,3,Medical,Female,8,3,2,0,2.0,1,Laboratory Technician,Single
RM1023,37,36-45,2,Technical Degree,Male,7,6,5,1,3.0,1,Laboratory Technician,Single
RM1090,37,36-45,3,Medical,Male,10,10,8,3,7.0,2,Research Scientist,Married
RM1159,37,36-45,3,Life Sciences,Male,9,4,3,0,2.0,2,Manufacturing Director,Married
RM1164,37,36-45,3,Medical,Female,8,8,4,7,7.0,1,Research Scientist,Married
RM1212,37,36-45,4,Medical,Male,6,6,3,1,3.0,2,Sales Executive,Divorced
RM1277,37,36-45,2,Marketing,Male,5,5,2,0,3.0,2,Sales Executive,Married
RM1281,37,36-45,2,Other,Male,19,10,0,4,7.0,2,Human Resources,Divorced
RM1292,37,36-45,4,Medical,Male,10,10,3,0,8.0,2,Manufacturing Director,Single
RM1345,37,36-45,4,Medical,Male,16,5,3,0,4.0,2,Research Scientist,Married
RM1433,37,36-45,3,Life Sciences,Female,16,16,11,6,8.0,3,Research Director,Married
RM009,38,36-45,3,Life Sciences,Male,10,9,7,1,3.0,3,Manufacturing Director,Single
RM020,38,36-45,3,Life Sciences,Male,6,3,2,1,2.0,1,Research Scientist,Single
RM062,38,36-45,5,Life Sciences,Female,10,10,3,9,9.0,2,Laboratory Technician,Single
RM084,38,36-45,3,Medical,Female,17,13,11,1,9.0,2,Research Scientist,Divorced
RM143,38,36-45,5,Technical Degree,Female,19,3,2,2,3.0,2,Research Scientist,Single
RM169,38,36-45,4,Life Sciences,Female,12,8,3,0,7.0,2,Sales Executive,Single
RM180,38,36-45,2,Life Sciences,Female,2,2,2,2,1.0,1,Laboratory Technician,Single
RM199,38,36-45,4,Life Sciences,Male,14,1,0,0,0.0,2,Manufacturing Director,Married
RM200,38,36-45,3,Technical Degree,Male,9,7,7,1,7.0,2,Manufacturing Director,Married
RM205,38,36-45,1,Medical,Male,17,1,0,0,0.0,2,Healthcare Representative,Married
RM224,38,36-45,3,Life Sciences,Male,17,16,10,5,13.0,3,Sales Executive,Divorced
RM262,38,36-45,2,Life Sciences,Male,13,8,7,7,5.0,2,Sales Executive,Married
RM278,38,36-45,2,Medical,Female,8,8,0,7,7.0,2,Sales Executive,Divorced
RM288,38,36-45,4,Life Sciences,Male,10,2,2,1,2.0,2,Healthcare Representative,Divorced
RM308,38,36-45,2,Life Sciences,Female,19,10,8,0,1.0,3,Research Director,Married
RM342,38,36-45,2,Life Sciences,Male,12,11,10,2,9.0,3,Research Director,Divorced
RM417,38,36-45,2,Life Sciences,Male,1,1,0,0,0.0,1,Laboratory Technician,Married
RM472,38,36-45,3,Medical,Female,18,1,0,0,0.0,2,Healthcare Representative,Married
RM491,38,36-45,1,Life Sciences,Female,8,0,0,0,0.0,1,Research Scientist,Single
RM519,38,36-45,4,Marketing,Female,8,7,7,0,5.0,2,Sales Executive,Single
RM530,38,36-45,4,Life Sciences,Female,10,9,7,1,8.0,2,Healthcare Representative,Single
RM543,38,36-45,3,Life Sciences,Female,10,1,0,0,0.0,3,Manufacturing Director,Single
RM560,38,36-45,5,Medical,Male,6,1,0,0,1.0,1,Research Scientist,Married
RM579,38,36-45,4,Life Sciences,Female,17,15,7,4,12.0,2,Manufacturing Director,Single
RM606,38,36-45,3,Life Sciences,Male,13,4,3,1,2.0,2,Healthcare Representative,Divorced
RM643,38,36-45,3,Marketing,Male,3,2,2,1,2.0,1,Sales Representative,Married
RM682,38,36-45,3,Technical Degree,Female,15,15,12,5,11.0,3,Research Director,Married
RM704,38,36-45,3,Technical Degree,Female,6,5,3,1,3.0,2,Sales Executive,Single
RM723,38,36-45,1,Medical,Male,3,2,1,0,2.0,1,Research Scientist,Married
RM748,38,36-45,4,Life Sciences,Male,19,1,0,0,0.0,2,Sales Executive,Single
RM766,38,36-45,4,Other,Male,8,2,2,2,2.0,1,Research Scientist,Married
RM785,38,36-45,1,Life Sciences,Female,20,19,9,1,9.0,3,Healthcare Representative,Married
RM808,38,36-45,4,Marketing,Male,9,8,7,2,7.0,3,Sales Executive,Divorced
RM812,38,36-45,2,Marketing,Male,10,1,0,0,0.0,3,Sales Executive,Single
RM827,38,36-45,3,Human Resources,Male,7,7,6,5,0.0,1,Human Resources,Married
RM964,38,36-45,2,Life Sciences,Female,11,7,7,1,7.0,2,Sales Executive,Divorced
RM983,38,36-45,3,Life Sciences,Male,4,4,2,0,3.0,1,Research Scientist,Divorced
RM1108,38,36-45,4,Human Resources,Male,10,6,3,1,2.0,2,Human Resources,Married
RM1113,38,36-45,3,Medical,Male,7,5,2,1,4.0,2,Manufacturing Director,Married
RM1120,38,36-45,3,Life Sciences,Male,10,9,8,7,7.0,2,Sales Executive,Married
RM1121,38,36-45,3,Life Sciences,Female,8,3,2,1,2.0,2,Sales Executive,Single
RM1162,38,36-45,2,Medical,Female,10,5,4,0,2.0,3,Manufacturing Director,Married
RM1188,38,36-45,3,Life Sciences,Male,19,13,11,2,9.0,2,Research Scientist,Married
RM1194,38,36-45,3,Medical,Female,4,4,3,3,3.0,1,Laboratory Technician,Single
RM1203,38,36-45,2,Medical,Female,7,0,0,0,0.0,1,Laboratory Technician,Married
RM1257,38,36-45,2,Medical,Female,9,6,1,0,5.0,1,Laboratory Technician,Married
RM1262,38,36-45,3,Medical,Male,15,1,0,1,0.0,2,Healthcare Representative,Married
RM1273,38,36-45,2,Other,Female,5,5,4,0,4.0,1,Laboratory Technician,Married
RM1290,38,36-45,3,Human Resources,Male,13,11,10,3,8.0,1,Human Resources,Divorced
RM1309,38,36-45,4,Marketing,Female,20,4,2,0,3.0,2,Sales Representative,Married
